age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
31,blue-collar,married,secondary,no,512,yes,no,cellular,18,109,2,-1,0,unknown,no
22,student,single,secondary,no,71,no,no,cellular,13,337,1,181,2,success,yes
30,admin.,married,secondary,no,166,no,no,unknown,14,30,1,-1,0,unknown,no
33,management,single,tertiary,no,3770,no,no,cellular,28,757,2,-1,0,unknown,no
39,management,married,tertiary,no,0,yes,no,cellular,14,11,15,261,38,failure,no
28,housemaid,married,secondary,no,15,yes,no,telephone,25,133,7,-1,0,unknown,no
56,housemaid,married,primary,no,2666,yes,yes,cellular,29,94,2,-1,0,unknown,no
29,services,married,secondary,no,1135,yes,no,cellular,26,407,2,98,1,success,no
57,technician,married,tertiary,no,1181,no,no,cellular,29,169,2,182,2,success,yes
38,management,married,tertiary,no,4293,yes,no,cellular,6,92,2,250,2,failure,no
47,self-employed,married,tertiary,no,3,yes,no,cellular,14,199,15,-1,0,unknown,no
50,management,married,secondary,no,3002,no,no,cellular,8,125,2,-1,0,unknown,no
40,management,married,secondary,no,9047,yes,no,cellular,21,527,1,95,2,other,no
29,admin.,single,secondary,no,613,yes,no,unknown,19,779,1,-1,0,unknown,no
29,management,single,tertiary,no,874,yes,no,cellular,16,152,1,103,1,success,yes
59,retired,married,secondary,no,1887,no,no,cellular,28,88,8,-1,0,unknown,no
40,services,divorced,unknown,no,5847,no,no,telephone,17,206,1,-1,0,unknown,no
35,management,single,tertiary,no,-202,yes,no,unknown,9,1461,2,-1,0,unknown,no
23,blue-collar,single,secondary,no,0,yes,no,cellular,8,6,5,350,2,failure,no
46,management,divorced,secondary,no,270,no,no,unknown,12,125,1,-1,0,unknown,no
27,blue-collar,single,tertiary,no,1372,no,no,cellular,21,230,1,-1,0,unknown,no
73,retired,divorced,secondary,no,1092,no,no,cellular,7,390,2,-1,0,unknown,no
39,technician,married,secondary,no,462,no,no,cellular,27,157,4,-1,0,unknown,no
31,admin.,married,secondary,no,84,yes,no,cellular,22,580,3,-1,0,unknown,no
42,technician,married,secondary,no,-470,yes,yes,cellular,23,185,10,-1,0,unknown,no
82,retired,married,secondary,no,121,no,no,telephone,19,330,1,-1,0,unknown,yes
42,admin.,divorced,secondary,no,256,no,no,cellular,8,322,1,323,1,failure,no
49,retired,married,secondary,no,993,yes,yes,cellular,8,199,1,301,2,other,no
49,management,married,tertiary,no,1,no,no,telephone,13,640,2,101,4,success,yes
44,management,divorced,tertiary,no,3,no,no,cellular,6,248,1,-1,0,unknown,no
44,blue-collar,single,primary,no,142,yes,no,cellular,9,668,1,-1,0,unknown,no
29,technician,married,tertiary,no,604,yes,no,cellular,14,430,4,-1,0,unknown,no
34,blue-collar,married,secondary,no,932,no,yes,cellular,18,148,2,132,1,other,no
25,blue-collar,single,secondary,no,224,no,yes,telephone,8,17,4,-1,0,unknown,no
48,technician,married,secondary,no,3142,no,no,unknown,23,563,1,-1,0,unknown,no
26,management,single,tertiary,no,194,no,no,cellular,22,407,2,-1,0,unknown,yes
60,retired,married,primary,no,1167,no,no,cellular,14,79,2,-1,0,unknown,no
40,blue-collar,married,unknown,no,87,yes,no,cellular,13,477,3,-1,0,unknown,yes
25,services,single,unknown,no,-501,yes,yes,unknown,18,156,3,-1,0,unknown,no
58,unemployed,divorced,secondary,no,7798,no,no,unknown,18,247,5,-1,0,unknown,no
34,services,married,secondary,no,457,yes,no,unknown,30,67,2,-1,0,unknown,no
35,unemployed,divorced,primary,no,118,no,no,unknown,20,12,4,-1,0,unknown,no
53,technician,married,secondary,no,1835,yes,no,cellular,21,184,2,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,16,268,2,182,3,success,yes
39,blue-collar,single,secondary,no,-480,yes,yes,cellular,2,147,2,252,3,other,no
51,management,single,tertiary,no,6030,yes,no,cellular,18,157,2,110,3,failure,no
47,self-employed,divorced,secondary,no,510,yes,no,cellular,11,299,3,-1,0,unknown,no
56,retired,married,secondary,no,74,no,no,cellular,19,144,2,-1,0,unknown,no
22,student,single,tertiary,no,691,no,no,cellular,19,338,1,-1,0,unknown,yes
29,management,single,secondary,no,417,no,no,cellular,7,90,1,-1,0,unknown,no
44,technician,single,secondary,no,-34,no,yes,cellular,27,14,13,-1,0,unknown,no
57,management,married,tertiary,no,2681,no,no,cellular,11,266,2,-1,0,unknown,yes
35,blue-collar,married,tertiary,no,1016,yes,no,cellular,17,294,2,-1,0,unknown,no
71,retired,married,secondary,no,2850,no,no,cellular,17,185,1,-1,0,unknown,yes
26,admin.,single,secondary,no,96,no,no,cellular,2,696,1,27,2,failure,no
26,management,single,tertiary,no,2786,no,no,cellular,23,415,1,-1,0,unknown,yes
52,admin.,divorced,secondary,no,1135,yes,no,cellular,14,248,1,-1,0,unknown,no
35,management,single,tertiary,no,556,no,no,cellular,28,52,8,-1,0,unknown,no
42,technician,single,tertiary,no,671,yes,no,unknown,16,14,20,-1,0,unknown,no
37,technician,married,tertiary,no,472,yes,no,unknown,29,294,3,-1,0,unknown,no
59,retired,married,secondary,no,377,no,yes,cellular,25,468,4,-1,0,unknown,no
35,blue-collar,single,primary,no,-276,yes,no,cellular,13,850,1,-1,0,unknown,yes
42,admin.,single,secondary,no,30,yes,no,cellular,4,98,1,266,3,failure,no
40,management,married,secondary,no,99,no,no,cellular,9,15,5,-1,0,unknown,no
52,management,married,tertiary,no,193,no,no,cellular,30,381,1,269,1,failure,yes
40,admin.,married,secondary,no,-666,yes,no,unknown,27,107,2,-1,0,unknown,no
47,technician,single,secondary,no,-239,yes,yes,cellular,7,973,3,-1,0,unknown,yes
41,entrepreneur,married,secondary,no,-1882,yes,no,cellular,18,17,5,151,2,other,no
54,blue-collar,married,primary,no,2102,yes,no,unknown,6,76,1,-1,0,unknown,no
32,technician,married,secondary,no,2802,no,no,cellular,20,157,2,-1,0,unknown,no
42,management,married,tertiary,no,294,no,no,cellular,26,513,1,-1,0,unknown,yes
33,blue-collar,divorced,secondary,no,474,no,no,cellular,22,400,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,0,yes,no,cellular,17,273,2,131,1,failure,no
54,technician,married,secondary,no,6,yes,no,cellular,7,109,1,367,1,failure,no
36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,446,1,-1,0,unknown,yes
59,blue-collar,divorced,primary,no,4399,yes,no,telephone,31,69,8,-1,0,unknown,no
37,blue-collar,single,secondary,no,2032,yes,no,unknown,21,158,2,-1,0,unknown,no
35,unemployed,single,tertiary,no,415,no,no,cellular,4,649,1,176,1,failure,yes
45,management,married,primary,no,1533,no,no,cellular,31,83,4,-1,0,unknown,no
50,blue-collar,divorced,primary,no,155,yes,yes,cellular,18,58,1,-1,0,unknown,no
41,management,married,tertiary,no,1272,yes,no,cellular,17,214,1,-1,0,unknown,no
33,management,married,tertiary,no,1808,no,no,cellular,28,250,3,-1,0,unknown,yes
23,blue-collar,single,secondary,no,492,yes,no,unknown,4,638,1,-1,0,unknown,yes
40,technician,married,secondary,no,2338,no,no,cellular,16,717,2,-1,0,unknown,yes
35,unemployed,divorced,tertiary,no,8903,yes,no,cellular,15,171,1,175,6,failure,no
42,blue-collar,married,primary,no,208,yes,no,cellular,20,82,1,-1,0,unknown,no
40,technician,divorced,secondary,no,16,yes,no,telephone,12,34,12,347,5,other,no
52,unemployed,married,secondary,no,94,no,no,cellular,10,153,1,92,13,success,yes
34,housemaid,married,tertiary,no,401,no,no,cellular,14,448,4,-1,0,unknown,no
29,services,married,tertiary,no,6,yes,no,unknown,28,143,2,-1,0,unknown,no
42,housemaid,married,secondary,no,808,yes,no,cellular,9,121,1,-1,0,unknown,no
40,management,married,tertiary,no,640,yes,no,cellular,17,202,2,-1,0,unknown,no
46,management,married,secondary,no,10,yes,no,cellular,29,122,7,-1,0,unknown,no
51,blue-collar,divorced,secondary,no,734,yes,yes,cellular,5,17,1,-1,0,unknown,no
56,management,married,tertiary,no,318,no,yes,telephone,9,246,3,-1,0,unknown,no
36,admin.,divorced,secondary,no,-811,yes,no,cellular,12,365,2,-1,0,unknown,yes
33,blue-collar,single,primary,no,611,no,no,telephone,16,390,2,-1,0,unknown,yes
46,blue-collar,married,secondary,no,265,yes,no,unknown,5,541,1,-1,0,unknown,no
34,housemaid,married,secondary,no,1969,no,no,cellular,7,252,4,-1,0,unknown,no
50,management,married,tertiary,no,1612,yes,no,cellular,10,103,1,-1,0,unknown,no
22,services,single,secondary,no,279,yes,no,unknown,13,270,1,-1,0,unknown,no
53,management,married,tertiary,no,1624,no,no,cellular,11,166,3,97,7,success,yes
35,admin.,single,secondary,no,-16,no,yes,cellular,28,108,3,-1,0,unknown,no
32,technician,single,tertiary,no,5514,no,no,cellular,22,319,1,182,1,success,yes
52,management,married,tertiary,no,40,no,no,cellular,19,1265,3,-1,0,unknown,yes
57,management,married,primary,no,0,no,no,unknown,19,455,1,-1,0,unknown,no
29,unemployed,single,secondary,no,2424,no,no,cellular,6,93,1,-1,0,unknown,no
39,admin.,married,secondary,no,201,yes,no,cellular,13,263,3,-1,0,unknown,no
46,management,divorced,tertiary,no,-154,yes,yes,unknown,27,107,2,-1,0,unknown,no
30,services,married,secondary,no,0,yes,no,cellular,21,681,4,-1,0,unknown,yes
28,blue-collar,single,secondary,yes,0,no,yes,cellular,10,165,1,-1,0,unknown,no
40,technician,single,secondary,no,641,no,no,cellular,16,156,6,-1,0,unknown,no
60,admin.,divorced,secondary,no,12039,no,no,telephone,8,236,1,-1,0,unknown,yes
32,technician,married,secondary,no,3271,no,no,cellular,12,375,1,374,1,other,yes
27,self-employed,single,tertiary,no,560,no,no,telephone,3,543,9,465,2,failure,no
35,self-employed,married,tertiary,no,247,yes,no,unknown,12,167,2,-1,0,unknown,no
34,admin.,married,secondary,no,79,yes,no,cellular,17,193,1,329,1,failure,no
39,management,married,tertiary,no,0,no,no,cellular,22,714,6,-1,0,unknown,no
45,technician,divorced,secondary,no,0,no,no,cellular,26,64,2,-1,0,unknown,no
42,blue-collar,married,primary,no,2519,yes,no,unknown,15,262,4,-1,0,unknown,no
34,technician,married,secondary,no,223,yes,no,cellular,15,202,3,-1,0,unknown,no
30,unemployed,single,secondary,no,40,no,no,cellular,5,133,1,-1,0,unknown,no
52,blue-collar,married,primary,no,649,yes,yes,unknown,20,7,20,-1,0,unknown,no
50,management,married,secondary,no,-187,yes,no,unknown,29,31,2,-1,0,unknown,no
35,management,married,secondary,yes,-550,no,yes,cellular,23,874,3,-1,0,unknown,no
33,management,married,secondary,no,180,yes,no,cellular,18,37,2,-1,0,unknown,no
57,retired,married,tertiary,no,11254,no,no,cellular,30,229,2,-1,0,unknown,no
76,retired,married,tertiary,no,2991,no,no,cellular,25,195,1,95,2,success,no
69,retired,married,secondary,no,0,no,no,cellular,28,184,2,126,2,other,yes
20,student,single,primary,no,825,no,no,unknown,28,27,1,-1,0,unknown,no
36,management,married,tertiary,no,1100,yes,no,cellular,18,93,1,-1,0,unknown,no
36,management,single,tertiary,no,687,yes,no,cellular,12,43,1,347,2,failure,no
29,blue-collar,single,secondary,no,244,yes,no,cellular,15,19,2,-1,0,unknown,no
32,blue-collar,single,primary,no,3595,yes,no,cellular,21,171,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,289,no,no,unknown,11,300,1,-1,0,unknown,no
53,technician,married,secondary,no,719,yes,no,unknown,14,230,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,1495,yes,no,cellular,1,82,1,142,1,failure,no
54,admin.,married,secondary,no,4943,no,no,cellular,12,145,11,-1,0,unknown,no
44,technician,divorced,unknown,no,759,yes,no,unknown,23,397,1,-1,0,unknown,no
28,services,single,secondary,no,217,yes,no,cellular,9,379,3,-1,0,unknown,no
49,admin.,divorced,secondary,no,1709,yes,no,unknown,12,106,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,6491,yes,no,unknown,29,244,1,-1,0,unknown,no
45,services,divorced,secondary,no,-179,no,no,unknown,3,155,2,-1,0,unknown,no
37,technician,married,tertiary,no,4596,yes,no,cellular,6,323,1,91,6,failure,no
42,management,divorced,tertiary,no,1775,yes,no,telephone,5,276,5,-1,0,unknown,no
26,admin.,single,secondary,no,255,no,no,cellular,30,457,1,80,1,success,yes
33,services,single,tertiary,no,0,yes,no,cellular,18,199,1,-1,0,unknown,no
57,services,married,primary,no,1896,no,no,cellular,29,248,4,-1,0,unknown,no
30,technician,single,secondary,no,2734,no,no,cellular,21,459,3,-1,0,unknown,yes
28,student,single,tertiary,no,3026,no,no,cellular,3,124,1,-1,0,unknown,no
43,unemployed,married,secondary,no,1943,yes,no,cellular,3,273,2,136,2,failure,no
78,retired,divorced,primary,no,229,no,no,telephone,22,97,1,-1,0,unknown,yes
35,technician,married,tertiary,no,7050,no,no,cellular,10,278,3,187,1,success,yes
54,services,divorced,secondary,no,0,no,no,cellular,18,362,1,290,3,success,yes
37,services,single,primary,no,0,no,yes,unknown,2,372,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,723,yes,no,cellular,18,119,1,110,2,failure,no
32,blue-collar,married,secondary,no,889,yes,no,cellular,3,1076,2,85,3,other,yes
65,retired,married,primary,no,1343,no,no,telephone,2,468,2,-1,0,unknown,no
41,admin.,divorced,secondary,no,348,yes,no,unknown,27,233,3,-1,0,unknown,no
58,retired,married,primary,no,0,no,no,cellular,11,566,2,-1,0,unknown,no
44,blue-collar,single,unknown,no,-101,yes,no,unknown,14,143,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,-173,yes,no,unknown,4,121,2,-1,0,unknown,no
57,admin.,married,unknown,no,5,no,no,unknown,20,165,2,-1,0,unknown,no
33,technician,single,secondary,no,1064,yes,no,cellular,15,173,2,-1,0,unknown,no
36,blue-collar,married,primary,no,2040,yes,no,cellular,13,125,2,-1,0,unknown,no
70,housemaid,divorced,primary,no,1311,no,no,cellular,11,651,1,-1,0,unknown,yes
49,admin.,married,secondary,no,209,no,no,unknown,17,26,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,2202,yes,no,cellular,20,372,2,-1,0,unknown,no
42,management,married,tertiary,no,1205,no,no,telephone,8,376,2,-1,0,unknown,yes
49,housemaid,married,secondary,no,500,no,yes,cellular,28,105,2,-1,0,unknown,no
31,self-employed,single,tertiary,no,1657,yes,yes,cellular,28,872,1,-1,0,unknown,yes
42,services,married,secondary,yes,129,no,no,cellular,18,390,3,-1,0,unknown,no
52,technician,married,secondary,no,195,yes,no,cellular,18,220,1,63,5,failure,yes
49,blue-collar,divorced,primary,no,73,no,yes,cellular,28,106,11,-1,0,unknown,no
35,blue-collar,single,secondary,no,4963,yes,no,cellular,14,456,1,300,1,failure,yes
55,technician,divorced,secondary,yes,4,no,no,cellular,28,1048,1,-1,0,unknown,yes
39,blue-collar,married,secondary,no,49,yes,no,cellular,14,566,1,370,2,failure,no
30,self-employed,single,tertiary,no,251,no,no,cellular,12,537,1,-1,0,unknown,yes
34,management,single,tertiary,no,340,yes,no,unknown,3,633,28,-1,0,unknown,no
31,services,single,secondary,no,-205,no,no,cellular,1,481,1,579,1,failure,yes
52,technician,married,secondary,no,1818,no,yes,cellular,29,46,4,-1,0,unknown,no
54,admin.,married,secondary,no,812,yes,yes,cellular,31,83,6,-1,0,unknown,no
37,blue-collar,married,secondary,yes,1147,yes,yes,unknown,26,114,2,-1,0,unknown,no
60,technician,married,secondary,no,294,no,no,telephone,3,206,4,-1,0,unknown,yes
56,blue-collar,married,primary,no,5,yes,yes,unknown,6,407,2,-1,0,unknown,no
48,management,married,tertiary,no,2498,no,no,cellular,14,98,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,3420,yes,no,cellular,12,77,1,301,2,failure,no
48,technician,married,unknown,no,2106,yes,no,cellular,17,499,2,195,1,failure,no
24,unemployed,married,secondary,no,6,no,no,unknown,17,21,1,-1,0,unknown,no
30,management,single,secondary,no,-383,yes,no,cellular,18,170,1,-1,0,unknown,no
33,admin.,single,secondary,no,32,no,no,cellular,11,43,1,-1,0,unknown,no
34,blue-collar,married,primary,no,2720,yes,no,cellular,16,115,2,146,5,failure,no
50,blue-collar,married,primary,no,-37,yes,no,unknown,12,78,3,-1,0,unknown,no
37,admin.,married,secondary,no,766,yes,no,unknown,14,123,1,-1,0,unknown,no
43,blue-collar,married,primary,no,336,yes,no,unknown,9,256,5,-1,0,unknown,no
47,technician,married,secondary,no,-938,yes,no,unknown,28,176,2,-1,0,unknown,no
45,housemaid,divorced,primary,no,413,yes,no,unknown,30,65,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,297,yes,no,cellular,20,279,2,-1,0,unknown,no
51,management,married,tertiary,no,346,no,no,cellular,11,237,1,180,6,success,yes
34,management,married,tertiary,yes,38,no,no,cellular,8,52,11,-1,0,unknown,no
42,blue-collar,married,secondary,no,205,yes,yes,unknown,29,313,2,-1,0,unknown,no
32,technician,single,tertiary,no,502,yes,no,telephone,20,442,4,-1,0,unknown,no
59,technician,married,primary,no,4198,no,no,cellular,14,309,1,91,10,success,yes
34,technician,single,tertiary,no,332,no,no,cellular,18,75,7,-1,0,unknown,no
31,blue-collar,married,tertiary,no,433,no,yes,cellular,3,114,1,-1,0,unknown,no
41,blue-collar,married,primary,no,1461,yes,no,cellular,18,290,1,165,2,success,no
29,management,single,tertiary,no,0,yes,no,unknown,30,539,12,-1,0,unknown,yes
58,services,married,secondary,no,12180,no,no,unknown,16,121,5,-1,0,unknown,no
41,blue-collar,married,primary,no,3658,yes,no,cellular,9,268,1,330,1,failure,no
42,entrepreneur,single,secondary,no,1049,yes,yes,cellular,20,180,1,-1,0,unknown,no
40,housemaid,married,primary,no,4904,yes,no,cellular,11,248,1,356,1,failure,no
44,technician,married,secondary,no,497,yes,no,unknown,3,103,2,-1,0,unknown,no
52,management,married,tertiary,no,1392,no,no,cellular,28,1121,2,205,3,failure,no
50,blue-collar,married,primary,no,12519,yes,no,cellular,17,146,2,147,4,success,no
44,management,married,primary,no,4758,yes,no,cellular,22,712,6,-1,0,unknown,yes
50,blue-collar,married,primary,no,0,no,no,cellular,21,281,2,191,2,failure,no
44,technician,married,secondary,no,2981,yes,yes,cellular,10,118,2,-1,0,unknown,no
46,management,married,tertiary,no,1038,yes,yes,unknown,15,200,3,-1,0,unknown,no
55,technician,married,secondary,no,3207,no,no,cellular,28,85,12,-1,0,unknown,no
39,entrepreneur,married,secondary,no,2139,yes,no,cellular,15,576,4,371,1,failure,yes
32,technician,single,unknown,no,317,yes,no,cellular,29,452,2,253,2,failure,no
54,services,married,secondary,no,214,yes,no,unknown,5,458,2,-1,0,unknown,no
56,blue-collar,married,primary,no,3206,no,no,cellular,18,129,3,-1,0,unknown,no
26,unemployed,single,secondary,no,111,no,no,cellular,9,537,1,-1,0,unknown,yes
32,technician,divorced,secondary,no,0,yes,no,cellular,6,94,1,-1,0,unknown,no
32,technician,single,secondary,no,116,yes,no,cellular,20,718,2,-1,0,unknown,yes
41,management,married,tertiary,no,326,yes,no,cellular,5,788,1,-1,0,unknown,yes
59,unemployed,married,secondary,no,0,no,no,cellular,13,78,1,216,1,failure,no
35,technician,married,secondary,no,251,yes,yes,unknown,1,128,3,-1,0,unknown,no
36,blue-collar,married,primary,no,8135,yes,no,unknown,20,522,1,-1,0,unknown,no
44,technician,married,secondary,no,7876,yes,no,cellular,20,212,1,101,2,failure,no
